combination_woo_id,combination_parent_woo_id,combination_sku,combination_name,combination_current_price,combination_price_missing,component_sku,component_quantity,component_item_id,component_woo_id,component_target_key,combination_component_count,component_combination_count,relationship_type,possible_duplicate_component_woo_id,edge_rule,edge_confidence,propagation_status
4140,3649,0502005|0730009|0608007,"Futón con dos capas de látex, 80x200x13 cm, Crudo",604.94,NO,0502005,1,502005,,502005,3,12,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4144,3649,0502005|0730009|0616007,"Futón con dos capas de látex, 80x200x13 cm, Negro",604.94,NO,0502005,1,502005,,502005,3,12,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11133,3649,0502005|0730009|0619007,"Futón con dos capas de látex, 80x200x13 cm, Marrón",604.94,NO,0502005,1,502005,,502005,3,12,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11837,3649,0502005|1249001,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Sin funda",417.82,NO,0502005,1,502005,,502005,2,12,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4200,3649,0502005|1249001|0608007,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Crudo",494.82,NO,0502005,1,502005,,502005,3,12,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11836,3649,0502005|1249001|0616007,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Negro",494.82,NO,0502005,1,502005,,502005,3,12,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11131,3649,0502005|1249001|0619007,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Marrón",494.82,NO,0502005,1,502005,,502005,3,12,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
8235,3651,0502012|0724004,"Futón de algodón, 150x200x14,5 cm, Sin funda, Sin cajón",658.78,NO,0502012,1,502012,,502012,2,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4320,3651,0502012|0724004|0608004,"Futón de algodón, 150x200x14,5 cm, Crudo, Sin cajón",730.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4324,3651,0502012|0724004|0616004,"Futón de algodón, 150x200x14,5 cm, Negro, Sin cajón",730.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
6285,3651,0502012|0724004|0617004,"Futón de algodón, 150x200x14,5 cm, Gris jaspeado, Sin cajón",730.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
6286,3651,0502012|0724004|0619004,"Futón de algodón, 150x200x14,5 cm, Beige jaspeado, Sin cajón",730.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11137,3651,0502012|0724004|0619010,"Futón de algodón, 150x200x14,5 cm, Marrón, Sin cajón",730.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4378,3651,0502012|0724004|1002004,"Futón de algodón, 150x200x14,5 cm, Sin funda, Con cajón",783.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4393,3651,0502012|0724004|1002004|0608004,"Futón de algodón, 150x200x14,5 cm, Crudo, Con cajón",855.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4397,3651,0502012|0724004|1002004|0616004,"Futón de algodón, 150x200x14,5 cm, Negro, Con cajón",855.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
6287,3651,0502012|0724004|1002004|0617004,"Futón de algodón, 150x200x14,5 cm, Gris jaspeado, Con cajón",855.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
6288,3651,0502012|0724004|1002004|0619004,"Futón de algodón, 150x200x14,5 cm, Beige jaspeado, Con cajón",855.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11141,3651,0502012|0724004|1002004|0619010,"Futón de algodón, 150x200x14,5 cm, Marrón, Con cajón",855.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4292,3651,0502012|0728003,"Futón con una capa de látex, 150x200x14,5 cm, Sin funda, Sin cajón",770.78,NO,0502012,1,502012,,502012,2,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4296,3651,0502012|0728003|0608004,"Futón con una capa de látex, 150x200x14,5 cm, Crudo, Sin cajón",842.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4300,3651,0502012|0728003|0616004,"Futón con una capa de látex, 150x200x14,5 cm, Negro, Sin cajón",842.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
9441,3651,0502012|0728003|0617004,"Futón con una capa de látex, 150x200x14,5 cm, Gris jaspeado, Sin cajón",842.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
9442,3651,0502012|0728003|0619004,"Futón con una capa de látex, 150x200x14,5 cm, Beige jaspeado, Sin cajón",842.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11135,3651,0502012|0728003|0619010,"Futón con una capa de látex, 150x200x14,5 cm, Marrón, Sin cajón",842.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4376,3651,0502012|0728003|1002004,"Futón con una capa de látex, 150x200x14,5 cm, Sin funda, Con cajón",907.78,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4452,3651,0502012|0728003|1002004|0608004,"Futón con una capa de látex, 150x200x14,5 cm, Crudo, Con cajón",979.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4456,3651,0502012|0728003|1002004|0616004,"Futón con una capa de látex, 150x200x14,5 cm, Negro, Con cajón",979.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
6284,3651,0502012|0728003|1002004|0617004,"Futón con una capa de látex, 150x200x14,5 cm, Gris jaspeado, Con cajón",979.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
9452,3651,0502012|0728003|1002004|0619004,"Futón con una capa de látex, 150x200x14,5 cm, Beige jaspeado, Con cajón",979.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11140,3651,0502012|0728003|1002004|0619010,"Futón con una capa de látex, 150x200x14,5 cm, Marrón, Con cajón",979.78,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
9526,3651,0502012|0730003,"Futón con dos capas de látex, 150x200x14,5 cm, Sin funda, Sin cajón",872.14,NO,0502012,1,502012,,502012,2,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4308,3651,0502012|0730003|0608004,"Futón con dos capas de látex, 150x200x14,5 cm, Crudo, Sin cajón",944.14,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4312,3651,0502012|0730003|0616004,"Futón con dos capas de látex, 150x200x14,5 cm, Negro, Sin cajón",944.14,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
9447,3651,0502012|0730003|0617004,"Futón con dos capas de látex, 150x200x14,5 cm, Gris jaspeado, Sin cajón",944.14,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
9443,3651,0502012|0730003|0619004,"Futón con dos capas de látex, 150x200x14,5 cm, Beige jaspeado, Sin cajón",944.14,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11136,3651,0502012|0730003|0619010,"Futón con dos capas de látex, 150x200x14,5 cm, Marrón, Sin cajón",944.14,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4377,3651,0502012|0730003|1002004,"Futón con dos capas de látex, 150x200x14,5 cm, Sin funda, Con cajón",1009.14,NO,0502012,1,502012,,502012,3,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4382,3651,0502012|0730003|1002004|0608004,"Futón con dos capas de látex, 150x200x14,5 cm, Crudo, Con cajón",1081.14,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4386,3651,0502012|0730003|1002004|0616004,"Futón con dos capas de látex, 150x200x14,5 cm, Negro, Con cajón",1081.14,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
6289,3651,0502012|0730003|1002004|0617004,"Futón con dos capas de látex, 150x200x14,5 cm, Gris jaspeado, Con cajón",1081.14,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
9448,3651,0502012|0730003|1002004|0619004,"Futón con dos capas de látex, 150x200x14,5 cm, Beige jaspeado, Con cajón",1081.14,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
11139,3651,0502012|0730003|1002004|0619010,"Futón con dos capas de látex, 150x200x14,5 cm, Marrón, Con cajón",1081.14,NO,0502012,1,502012,,502012,4,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
3753,3629,0502012|1002004,Con cajón,507.00,NO,0502012,1,502012,,502012,2,37,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4029,3648,0504009|0724001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Sin funda",337.99,NO,0504009,1,504009,,504009,2,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4034,3648,0504009|0724001|0606001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Granate",361.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4038,3648,0504009|0724001|0607001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Rojo",361.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4033,3648,0504009|0724001|0608001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Crudo",361.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4031,3648,0504009|0724001|0609001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Azul",361.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4030,3648,0504009|0724001|0615001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Amarillo",361.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4037,3648,0504009|0724001|0616001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón de algodón, 90x200x14,5 cm, Negro",361.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4005,3648,0504009|0728001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Sin funda",385.99,NO,0504009,1,504009,,504009,2,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4010,3648,0504009|0728001|0606001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Granate",409.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4014,3648,0504009|0728001|0607001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Rojo",409.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4009,3648,0504009|0728001|0608001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Crudo",409.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4007,3648,0504009|0728001|0609001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Azul",409.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4006,3648,0504009|0728001|0615001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Amarillo",409.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4013,3648,0504009|0728001|0616001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con una capa de látex, 90x200x14,5 cm, Negro",409.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4017,3648,0504009|0730001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Sin funda",433.99,NO,0504009,1,504009,,504009,2,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4022,3648,0504009|0730001|0606001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Granate",457.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4026,3648,0504009|0730001|0607001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Rojo",457.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4021,3648,0504009|0730001|0608001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Crudo",457.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4019,3648,0504009|0730001|0609001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Azul",457.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4018,3648,0504009|0730001|0615001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Amarillo",457.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4025,3648,0504009|0730001|0616001,"90x200x8 cm, 90x120x100 cm, 90x200 cm, Futón con dos capas de látex, 90x200x14,5 cm, Negro",457.99,NO,0504009,1,504009,,504009,3,21,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4065,3648,0504010|0724003,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Sin funda",377.99,NO,0504010,1,504010,,504010,2,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4069,3648,0504010|0724003|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Granate",409.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4073,3648,0504010|0724003|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Rojo",409.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4068,3648,0504010|0724003|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Crudo",409.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4075,3648,0504010|0724003|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Verde",409.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4066,3648,0504010|0724003|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Amarillo",409.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4072,3648,0504010|0724003|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón, 140x200x14,5 cm, Negro",409.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4041,3648,0504010|0728002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Sin funda",441.90,NO,0504010,1,504010,,504010,2,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4046,3648,0504010|0728002|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Granate",473.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4050,3648,0504010|0728002|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Rojo",473.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4045,3648,0504010|0728002|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Crudo",473.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4043,3648,0504010|0728002|0609002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Azul",473.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4052,3648,0504010|0728002|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Verde",473.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4042,3648,0504010|0728002|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Amarillo",473.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4049,3648,0504010|0728002|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con una capa de látex, 140x200x14,5 cm, Negro",473.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4053,3648,0504010|0730002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Sin funda",665.99,NO,0504010,1,504010,,504010,2,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4058,3648,0504010|0730002|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Granate",705.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4062,3648,0504010|0730002|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Rojo",705.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4057,3648,0504010|0730002|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Crudo",705.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4055,3648,0504010|0730002|0609002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Azul",705.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4064,3648,0504010|0730002|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Verde",705.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4054,3648,0504010|0730002|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Amarillo",705.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4061,3648,0504010|0730002|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón con dos capas de látex, 140x200x14,5 cm, Negro",705.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4076,3648,0504010|1253003,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Sin funda",362.99,NO,0504010,1,504010,,504010,2,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4081,3648,0504010|1253003|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Granate",431.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4085,3648,0504010|1253003|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Rojo",431.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
4080,3648,0504010|1253003|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Crudo",431.99,NO,0504010,1,504010,,504010,3,39,MANY_TO_MANY,NO,UNCHANGED_EXACT_EVIDENCE,HIGH,READ_ONLY_NOT_IMPLEMENTED
