combination_woo_id,combination_parent_woo_id,combination_sku,combination_name,woo_status,regular_price,sale_price,effective_price,price_missing,primary_component_rows,all_evidence_rows,distinct_component_count,component_skus,component_quantities,component_item_ids,component_woo_ids,exact_primary_edges,blocked_primary_edges,original_status,operational_status,quarantine_group_ids,quarantine_reason,quarantine_status,worker_review_status
7350,7332,0504011|0728002|0608002-1,"Futón con una capa de látex, 140x200x14,5 cm, Crudo",publish,853.00,712.00,712.00,NO,3,3,3,0504011 | 0608002-1 | 0728002,0504011=1 | 0608002-1=1 | 0728002=1,504011 | 728002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7351,7332,0504011|0728002|0606002-1,"Futón con una capa de látex, 140x200x14,5 cm, Granate",publish,853.00,712.00,712.00,NO,3,3,3,0504011 | 0606002-1 | 0728002,0504011=1 | 0606002-1=1 | 0728002=1,504011 | 728002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7352,7332,0504011|0728002|0616002-1,"Futón con una capa de látex, 140x200x14,5 cm, Negro",publish,853.00,712.00,712.00,NO,3,3,3,0504011 | 0616002-1 | 0728002,0504011=1 | 0616002-1=1 | 0728002=1,504011 | 728002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7353,7332,0504011|0728002|0607002-1,"Futón con una capa de látex, 140x200x14,5 cm, Rojo",publish,853.00,712.00,712.00,NO,3,3,3,0504011 | 0607002-1 | 0728002,0504011=1 | 0607002-1=1 | 0728002=1,504011 | 728002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7354,7332,0504011|0728002|0614002-1,"Futón con una capa de látex, 140x200x14,5 cm, Verde",publish,853.00,712.00,712.00,NO,3,3,3,0504011 | 0614002-1 | 0728002,0504011=1 | 0614002-1=1 | 0728002=1,504011 | 728002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7355,7332,0504011|0730002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Sin funda",publish,894.00,760.40,760.40,NO,2,2,2,0504011 | 0730002-1,0504011=1 | 0730002-1=1,504011,,1,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7356,7332,0504011|0730002|0615002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Amarillo",publish,992.00,830.00,830.00,NO,3,3,3,0504011 | 0615002-1 | 0730002,0504011=1 | 0615002-1=1 | 0730002=1,504011 | 730002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7357,7332,0504011|0730002|0609002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Azul",publish,992.00,830.00,830.00,NO,3,3,3,0504011 | 0609002-1 | 0730002,0504011=1 | 0609002-1=1 | 0730002=1,504011 | 730002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7358,7332,0504011|0730002|0608002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Crudo",publish,992.00,830.00,830.00,NO,3,3,3,0504011 | 0608002-1 | 0730002,0504011=1 | 0608002-1=1 | 0730002=1,504011 | 730002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7359,7332,0504011|0730002|0606002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Granate",publish,992.00,830.00,830.00,NO,3,3,3,0504011 | 0606002-1 | 0730002,0504011=1 | 0606002-1=1 | 0730002=1,504011 | 730002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7360,7332,0504011|0730002|0616002-1,"Futón con dos capas de látex, 140x200x14,5 cm, Negro",publish,992.00,830.00,830.00,NO,3,3,3,0504011 | 0616002-1 | 0730002,0504011=1 | 0616002-1=1 | 0730002=1,504011 | 730002,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7361,7332,0504011|1253003-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Sin funda",publish,689.00,577.58,577.58,NO,2,2,2,0504011 | 1253003-1,0504011=1 | 1253003-1=1,504011,,1,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7362,7332,0504011|1253003|0615002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Amarillo",publish,745.19,647.99,647.99,NO,3,3,3,0504011 | 0615002-1 | 1253003,0504011=1 | 0615002-1=1 | 1253003=1,1253003 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7363,7332,0504011|1253003|0609002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Azul",publish,745.19,647.99,647.99,NO,3,3,3,0504011 | 0609002-1 | 1253003,0504011=1 | 0609002-1=1 | 1253003=1,1253003 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7364,7332,0504011|1253003|0608002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Crudo",publish,745.19,647.99,647.99,NO,3,3,3,0504011 | 0608002-1 | 1253003,0504011=1 | 0608002-1=1 | 1253003=1,1253003 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7365,7332,0504011|1253003|0606002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Granate",publish,745.19,647.99,647.99,NO,3,3,3,0504011 | 0606002-1 | 1253003,0504011=1 | 0606002-1=1 | 1253003=1,1253003 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7366,7332,0504011|1253003|0616002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Negro",publish,745.19,647.99,647.99,NO,3,3,3,0504011 | 0616002-1 | 1253003,0504011=1 | 0616002-1=1 | 1253003=1,1253003 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7367,7332,0504011|1253003|0607002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Rojo",publish,745.19,647.99,647.99,NO,3,3,3,0504011 | 0607002-1 | 1253003,0504011=1 | 0607002-1=1 | 1253003=1,1253003 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7368,7332,0504011|1253003|0614002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Verde",publish,745.19,647.99,647.99,NO,3,3,3,0504011 | 0614002-1 | 1253003,0504011=1 | 0614002-1=1 | 1253003=1,1253003 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7369,7332,0504011|1251006-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Sin funda",publish,689.00,577.58,577.58,NO,2,2,2,0504011 | 1251006-1,0504011=1 | 1251006-1=1,504011,,1,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7370,7332,0504011|1251006|0615002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Amarillo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0615002-1 | 1251006,0504011=1 | 0615002-1=1 | 1251006=1,1251006 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7371,7332,0504011|1251006|0609002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Azul",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0609002-1 | 1251006,0504011=1 | 0609002-1=1 | 1251006=1,1251006 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7372,7332,0504011|1251006|0608002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Crudo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0608002-1 | 1251006,0504011=1 | 0608002-1=1 | 1251006=1,1251006 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7373,7332,0504011|1251006|0606002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Granate",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0606002-1 | 1251006,0504011=1 | 0606002-1=1 | 1251006=1,1251006 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7374,7332,0504011|1251006|0616002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Negro",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0616002-1 | 1251006,0504011=1 | 0616002-1=1 | 1251006=1,1251006 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7375,7332,0504011|1251006|0607002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Rojo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0607002-1 | 1251006,0504011=1 | 0607002-1=1 | 1251006=1,1251006 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7376,7332,0504011|1251006|0614002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Verde",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0614002-1 | 1251006,0504011=1 | 0614002-1=1 | 1251006=1,1251006 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7377,7332,0504011|1254005-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Sin funda",publish,689.00,577.58,577.58,NO,2,2,2,0504011 | 1254005-1,0504011=1 | 1254005-1=1,504011,,1,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7378,7332,0504011|1254005|0615002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Amarillo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0615002-1 | 1254005,0504011=1 | 0615002-1=1 | 1254005=1,1254005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7379,7332,0504011|1254005|0609002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Azul",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0609002-1 | 1254005,0504011=1 | 0609002-1=1 | 1254005=1,1254005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7380,7332,0504011|1254005|0608002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Crudo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0608002-1 | 1254005,0504011=1 | 0608002-1=1 | 1254005=1,1254005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7381,7332,0504011|1254005|0606002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Granate",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0606002-1 | 1254005,0504011=1 | 0606002-1=1 | 1254005=1,1254005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7382,7332,0504011|1254005|0616002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Negro",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0616002-1 | 1254005,0504011=1 | 0616002-1=1 | 1254005=1,1254005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7383,7332,0504011|1254005|0607002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Rojo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0607002-1 | 1254005,0504011=1 | 0607002-1=1 | 1254005=1,1254005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7384,7332,0504011|1254005|0614002-1,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Verde",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0614002-1 | 1254005,0504011=1 | 0614002-1=1 | 1254005=1,1254005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7385,7332,0504011|1252005-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Sin funda",publish,689.00,577.58,577.58,NO,2,2,2,0504011 | 1252005-1,0504011=1 | 1252005-1=1,504011,,1,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7386,7332,0504011|1252005|0615002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Amarillo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0615002-1 | 1252005,0504011=1 | 0615002-1=1 | 1252005=1,1252005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7387,7332,0504011|1252005|0609002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Azul",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0609002-1 | 1252005,0504011=1 | 0609002-1=1 | 1252005=1,1252005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7388,7332,0504011|1252005|0608002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Crudo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0608002-1 | 1252005,0504011=1 | 0608002-1=1 | 1252005=1,1252005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7389,7332,0504011|1252005|0606002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Granate",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0606002-1 | 1252005,0504011=1 | 0606002-1=1 | 1252005=1,1252005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7390,7332,0504011|1252005|0616002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Negro",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0616002-1 | 1252005,0504011=1 | 0616002-1=1 | 1252005=1,1252005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7391,7332,0504011|1252005|0607002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Rojo",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0607002-1 | 1252005,0504011=1 | 0607002-1=1 | 1252005=1,1252005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
7392,7332,0504011|1252005|0614002-1,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Verde",publish,782.00,647.58,647.58,NO,3,3,3,0504011 | 0614002-1 | 1252005,0504011=1 | 0614002-1=1 | 1252005=1,1252005 | 504011,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
9455,3647,0504012|0724003|01619002,"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",publish,899,787.90,787.90,NO,3,3,3,01619002 | 0504012 | 0724003,01619002=1 | 0504012=1 | 0724003=1,504012 | 724003,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-002,PENDING_BUSINESS_REVIEW_MALFORMED_SKU,PENDING_BUSINESS_REVIEW,PENDING
11478,11468,0727007A|0607007A,"13 cm, 4 cm, 80x200x13 cm, Crudo",publish,334,230,230,NO,2,2,2,0607007A | 0727007A,0607007A=1 | 0727007A=1,,11638,1,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11656,11655,1245001A|0609007B,Rojo,publish,248,169,169,NO,2,2,2,0609007B | 1245001A,0609007B=1 | 1245001A=1,,10035,1,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11658,11657,1244001A|0607007A,Negro,publish,248,169,169,NO,2,2,2,0607007A | 1244001A,0607007A=1 | 1244001A=1,,11638,1,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11717,11716,0201001|0201001|1249001|1249001-1,"Crudo, Crudo, Sin funda, Sin funda",publish,625,499.99,499.99,NO,3,3,3,0201001 | 1249001 | 1249001-1,0201001=2 | 1249001-1=1 | 1249001=1,1249001 | 201001,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11718,11716,0201001|0201001|1245001|1245001-1,"Rojo, Rojo, Sin funda, Sin funda",publish,625,499.99,499.99,NO,3,3,3,0201001 | 1245001 | 1245001-1,0201001=2 | 1245001-1=1 | 1245001=1,1245001 | 201001,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11719,11716,0201001|0201001|1249001|1244001-1,"Crudo, Negro, Sin funda, Sin funda",publish,625,499.99,499.99,NO,3,3,3,0201001 | 1244001-1 | 1249001,0201001=2 | 1244001-1=1 | 1249001=1,1249001 | 201001,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11720,11716,0201001|0201001|1249001|1245001-1,"Crudo, Rojo, Sin funda, Sin funda",publish,625,499.99,499.99,NO,3,3,3,0201001 | 1245001-1 | 1249001,0201001=2 | 1245001-1=1 | 1249001=1,1249001 | 201001,,2,1,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,TECH-001,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL
11721,11716,0201001|0201001|1249001|1249001|0615011|0615011-1,"Crudo, Crudo, Amarillo, Amarillo",publish,711.15,578.17,578.17,NO,4,4,4,0201001 | 0615011 | 0615011-1 | 1249001,0201001=2 | 0615011-1=1 | 0615011=1 | 1249001=2,1249001 | 201001,,2,2,BLOCKED_INCOMPLETE_COMPOSITION,QUARANTINED_NO_PROPAGATION,UD-001,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,PENDING_BUSINESS_REVIEW,PENDING
