combination_woo_id,combination_parent_woo_id,combination_sku,combination_name,woo_status,regular_price,sale_price,effective_price,price_missing,primary_component_rows,all_evidence_rows,distinct_component_count,component_skus,component_quantities,component_item_ids,component_woo_ids,exact_primary_edges,blocked_primary_edges,original_status,operational_status,quarantine_group_ids,quarantine_reason,price_cut_status,affected_woo_variation_ids,physical_components,exact_component_rows,publication_allowed
4216,3650,0502002|0728007|0616006,"Futón con una capa de látex, 140x190x14,5 cm, Negro",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0616006 | 0728007,0502002=1 | 0616006=1 | 0728007=1,502002 | 616006 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4216,502002 | 616006 | 728007,3,NO
4220,3650,0502002|0730007,"Futón con dos capas de látex, 140x190x14,5 cm, Sin funda",publish,1045,912.50,912.50,NO,2,2,2,0502002 | 0730007,0502002=1 | 0730007=1,502002 | 730007,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4220,502002 | 730007,2,NO
4224,3650,0502002|0730007|0608006,"Futón con dos capas de látex, 140x190x14,5 cm, Crudo",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0608006 | 0730007,0502002=1 | 0608006=1 | 0730007=1,502002 | 608006 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4224,502002 | 608006 | 730007,3,NO
4228,3650,0502002|0730007|0616006,"Futón con dos capas de látex, 140x190x14,5 cm, Negro",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0616006 | 0730007,0502002=1 | 0616006=1 | 0730007=1,502002 | 616006 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4228,502002 | 616006 | 730007,3,NO
4232,3650,0502002|0724008,"Futón de algodón, 140x190x14,5 cm, Sin funda",publish,764,684.54,684.54,NO,2,2,2,0502002 | 0724008,0502002=1 | 0724008=1,502002 | 724008,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4232,502002 | 724008,2,NO
4236,3650,0502002|0724008|0608006,"Futón de algodón, 140x190x14,5 cm, Crudo",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0608006 | 0724008,0502002=1 | 0608006=1 | 0724008=1,502002 | 608006 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4236,502002 | 608006 | 724008,3,NO
4240,3650,0502002|0724008|0616006,"Futón de algodón, 140x190x14,5 cm, Negro",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0616006 | 0724008,0502002=1 | 0616006=1 | 0724008=1,502002 | 616006 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4240,502002 | 616006 | 724008,3,NO
4292,3651,0502012|0728003,"Futón con una capa de látex, 150x200x14,5 cm, Sin funda, Sin cajón",publish,795.00,770.78,770.78,NO,2,4,2,0502012 | 0728003,0502012=1 | 0728003=1,502012 | 728003,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4292,502012 | 728003,2,NO
4296,3651,0502012|0728003|0608004,"Futón con una capa de látex, 150x200x14,5 cm, Crudo, Sin cajón",publish,884.00,842.78,842.78,NO,3,6,3,0502012 | 0608004 | 0728003,0502012=1 | 0608004=1 | 0728003=1,502012 | 608004 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4296,502012 | 608004 | 728003,3,NO
4300,3651,0502012|0728003|0616004,"Futón con una capa de látex, 150x200x14,5 cm, Negro, Sin cajón",publish,884.00,842.78,842.78,NO,3,3,3,0502012 | 0616004 | 0728003,0502012=1 | 0616004=1 | 0728003=1,502012 | 616004 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4300,502012 | 616004 | 728003,3,NO
4308,3651,0502012|0730003|0608004,"Futón con dos capas de látex, 150x200x14,5 cm, Crudo, Sin cajón",publish,980.00,944.14,944.14,NO,3,6,3,0502012 | 0608004 | 0730003,0502012=1 | 0608004=1 | 0730003=1,502012 | 608004 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4308,502012 | 608004 | 730003,3,NO
4312,3651,0502012|0730003|0616004,"Futón con dos capas de látex, 150x200x14,5 cm, Negro, Sin cajón",publish,980.00,944.14,944.14,NO,3,3,3,0502012 | 0616004 | 0730003,0502012=1 | 0616004=1 | 0730003=1,502012 | 616004 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4312,502012 | 616004 | 730003,3,NO
4320,3651,0502012|0724004|0608004,"Futón de algodón, 150x200x14,5 cm, Crudo, Sin cajón",publish,818,730.78,730.78,NO,3,6,3,0502012 | 0608004 | 0724004,0502012=1 | 0608004=1 | 0724004=1,502012 | 608004 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4320,502012 | 608004 | 724004,3,NO
4324,3651,0502012|0724004|0616004,"Futón de algodón, 150x200x14,5 cm, Negro, Sin cajón",publish,818,730.78,730.78,NO,3,3,3,0502012 | 0616004 | 0724004,0502012=1 | 0616004=1 | 0724004=1,502012 | 616004 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4324,502012 | 616004 | 724004,3,NO
4376,3651,0502012|0728003|1002004,"Futón con una capa de látex, 150x200x14,5 cm, Sin funda, Con cajón",publish,1018,907.78,907.78,NO,3,6,3,0502012 | 0728003 | 1002004,0502012=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4376,1002004 | 502012 | 728003,3,NO
4377,3651,0502012|0730003|1002004,"Futón con dos capas de látex, 150x200x14,5 cm, Sin funda, Con cajón",publish,1050,1009.14,1009.14,NO,3,6,3,0502012 | 0730003 | 1002004,0502012=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4377,1002004 | 502012 | 730003,3,NO
4378,3651,0502012|0724004|1002004,"Futón de algodón, 150x200x14,5 cm, Sin funda, Con cajón",publish,870,783.78,783.78,NO,3,6,3,0502012 | 0724004 | 1002004,0502012=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4378,1002004 | 502012 | 724004,3,NO
4382,3651,0502012|0730003|1002004|0608004,"Futón con dos capas de látex, 150x200x14,5 cm, Crudo, Con cajón",publish,1170,1081.14,1081.14,NO,4,8,4,0502012 | 0608004 | 0730003 | 1002004,0502012=1 | 0608004=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 608004 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4382,1002004 | 502012 | 608004 | 730003,4,NO
4386,3651,0502012|0730003|1002004|0616004,"Futón con dos capas de látex, 150x200x14,5 cm, Negro, Con cajón",publish,1170,1081.14,1081.14,NO,4,4,4,0502012 | 0616004 | 0730003 | 1002004,0502012=1 | 0616004=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 616004 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4386,1002004 | 502012 | 616004 | 730003,4,NO
4393,3651,0502012|0724004|1002004|0608004,"Futón de algodón, 150x200x14,5 cm, Crudo, Con cajón",publish,969,855.78,855.78,NO,4,8,4,0502012 | 0608004 | 0724004 | 1002004,0502012=1 | 0608004=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 608004 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4393,1002004 | 502012 | 608004 | 724004,4,NO
4397,3651,0502012|0724004|1002004|0616004,"Futón de algodón, 150x200x14,5 cm, Negro, Con cajón",publish,969,855.78,855.78,NO,4,4,4,0502012 | 0616004 | 0724004 | 1002004,0502012=1 | 0616004=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 616004 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4397,1002004 | 502012 | 616004 | 724004,4,NO
4452,3651,0502012|0728003|1002004|0608004,"Futón con una capa de látex, 150x200x14,5 cm, Crudo, Con cajón",publish,1106,979.78,979.78,NO,4,8,4,0502012 | 0608004 | 0728003 | 1002004,0502012=1 | 0608004=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 608004 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4452,1002004 | 502012 | 608004 | 728003,4,NO
4456,3651,0502012|0728003|1002004|0616004,"Futón con una capa de látex, 150x200x14,5 cm, Negro, Con cajón",publish,1106,979.78,979.78,NO,4,4,4,0502012 | 0616004 | 0728003 | 1002004,0502012=1 | 0616004=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 616004 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4456,1002004 | 502012 | 616004 | 728003,4,NO
4460,3652,0504011|0728002,"Futón con una capa de látex, 140x200x14,5 cm, Sin funda",publish,808,738.42,738.42,NO,2,4,2,0504011 | 0728002,0504011=1 | 0728002=1,504011 | 728002,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4460,504011 | 728002,2,NO
4464,3652,0504011|0728002|0608002,"Futón con una capa de látex, 140x200x14,5 cm, Crudo",publish,895,810.42,810.42,NO,3,6,3,0504011 | 0608002 | 0728002,0504011=1 | 0608002=1 | 0728002=1,504011 | 608002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4464,504011 | 608002 | 728002,3,NO
4468,3652,0504011|0728002|0616002,"Futón con una capa de látex, 140x200x14,5 cm, Negro",publish,895,810.42,810.42,NO,3,3,3,0504011 | 0616002 | 0728002,0504011=1 | 0616002=1 | 0728002=1,504011 | 616002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4468,504011 | 616002 | 728002,3,NO
4472,3652,0504011|0730002,"Futón con dos capas de látex, 140x200x14,5 cm, Sin funda",publish,908,853.50,853.50,NO,2,4,2,0504011 | 0730002,0504011=1 | 0730002=1,504011 | 730002,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4472,504011 | 730002,2,NO
4476,3652,0504011|0730002|0608002,"Futón con dos capas de látex, 140x200x14,5 cm, Crudo",publish,1043,925.50,925.50,NO,3,6,3,0504011 | 0608002 | 0730002,0504011=1 | 0608002=1 | 0730002=1,504011 | 608002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4476,504011 | 608002 | 730002,3,NO
4480,3652,0504011|0730002|0616002,"Futón con dos capas de látex, 140x200x14,5 cm, Negro",publish,1043,925.50,925.50,NO,3,3,3,0504011 | 0616002 | 0730002,0504011=1 | 0616002=1 | 0730002=1,504011 | 616002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4480,504011 | 616002 | 730002,3,NO
4484,3652,0504011|0724003,"Futón de algodón, 140x200x14,5 cm, Sin funda",publish,706,649.58,649.58,NO,2,4,2,0504011 | 0724003,0504011=1 | 0724003=1,504011 | 724003,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4484,504011 | 724003,2,NO
4488,3652,0504011|0724003|0608002,"Futón de algodón, 140x200x14,5 cm, Crudo",publish,794,721.58,721.58,NO,3,6,3,0504011 | 0608002 | 0724003,0504011=1 | 0608002=1 | 0724003=1,504011 | 608002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4488,504011 | 608002 | 724003,3,NO
4492,3652,0504011|0724003|0616002,"Futón de algodón, 140x200x14,5 cm, Negro",publish,794,721.58,721.58,NO,3,3,3,0504011 | 0616002 | 0724003,0504011=1 | 0616002=1 | 0724003=1,504011 | 616002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4492,504011 | 616002 | 724003,3,NO
4556,3657,0201011|0809001,Azul,publish,264.00,232,232,NO,2,4,2,0201011 | 0809001,0201011=1 | 0809001=1,201011 | 809001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4556,201011 | 809001,2,NO
4557,3657,0201011|0817001,Granate,private,264.00,219.00,219.00,NO,2,4,2,0201011 | 0817001,0201011=1 | 0817001=1,201011 | 817001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4557,201011 | 817001,2,NO
4558,3657,0201011|0808001,Crudo,publish,264.00,232,232,NO,2,4,2,0201011 | 0808001,0201011=1 | 0808001=1,201011 | 808001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4558,201011 | 808001,2,NO
4559,3657,0201011|0859002,Verde oscuro,private,264.00,219.00,219.00,NO,2,2,2,0201011 | 0859002,0201011=1 | 0859002=1,201011 | 859002,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4559,201011 | 859002,2,NO
4561,3657,0201011|0816001,Negro,publish,264.00,232,232,NO,2,4,2,0201011 | 0816001,0201011=1 | 0816001=1,201011 | 816001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4561,201011 | 816001,2,NO
4562,3658,0201001|0201001|1249001|1249001,"Crudo, Crudo, Sin funda, Sin funda",publish,816.00,615.90,615.90,NO,2,6,2,0201001 | 1249001,0201001=2 | 1249001=2,1249001 | 201001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4562,1249001 | 201001,2,NO
4590,3658,0201001|0201001|1249001|1249001|0608007|0608007,"Crudo, Crudo, Crudo, Crudo",publish,950.00,749.90,749.90,NO,3,6,3,0201001 | 0608007 | 1249001,0201001=2 | 0608007=2 | 1249001=2,1249001 | 201001 | 608007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4590,1249001 | 201001 | 608007,3,NO
4628,3658,0201001|0201001|1249001|1249001|0608007|0619007,"Crudo, Crudo, Crudo, Marrón",publish,950,749.90,749.90,NO,4,4,4,0201001 | 0608007 | 0619007 | 1249001,0201001=2 | 0608007=1 | 0619007=1 | 1249001=2,1249001 | 201001 | 608007 | 619007,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,4628,1249001 | 201001 | 608007 | 619007,4,NO
6093,3652,0504011|0724003|0617002,"Futón de algodón, 140x200x14,5 cm, Gris jaspeado",publish,794,721.58,721.58,NO,3,6,3,0504011 | 0617002 | 0724003,0504011=1 | 0617002=1 | 0724003=1,504011 | 617002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6093,504011 | 617002 | 724003,3,NO
6094,3652,0504011|0724003|0619002,"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",publish,794,721.58,721.58,NO,3,3,3,0504011 | 0619002 | 0724003,0504011=1 | 0619002=1 | 0724003=1,504011 | 619002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6094,504011 | 619002 | 724003,3,NO
6095,3652,0504011|0730002|0617002,"Futón con dos capas de látex, 140x200x14,5 cm, Gris jaspeado",publish,1043,925.50,925.50,NO,3,6,3,0504011 | 0617002 | 0730002,0504011=1 | 0617002=1 | 0730002=1,504011 | 617002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6095,504011 | 617002 | 730002,3,NO
6096,3652,0504011|0730002|0619002,"Futón con dos capas de látex, 140x200x14,5 cm, Beige jaspeado",publish,1043,925.50,925.50,NO,3,3,3,0504011 | 0619002 | 0730002,0504011=1 | 0619002=1 | 0730002=1,504011 | 619002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6096,504011 | 619002 | 730002,3,NO
6284,3651,0502012|0728003|1002004|0617004,"Futón con una capa de látex, 150x200x14,5 cm, Gris jaspeado, Con cajón",publish,1106,979.78,979.78,NO,4,8,4,0502012 | 0617004 | 0728003 | 1002004,0502012=1 | 0617004=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 617004 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6284,1002004 | 502012 | 617004 | 728003,4,NO
6285,3651,0502012|0724004|0617004,"Futón de algodón, 150x200x14,5 cm, Gris jaspeado, Sin cajón",publish,818,730.78,730.78,NO,3,6,3,0502012 | 0617004 | 0724004,0502012=1 | 0617004=1 | 0724004=1,502012 | 617004 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6285,502012 | 617004 | 724004,3,NO
6286,3651,0502012|0724004|0619004,"Futón de algodón, 150x200x14,5 cm, Beige jaspeado, Sin cajón",publish,818,730.78,730.78,NO,3,3,3,0502012 | 0619004 | 0724004,0502012=1 | 0619004=1 | 0724004=1,502012 | 619004 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6286,502012 | 619004 | 724004,3,NO
6287,3651,0502012|0724004|1002004|0617004,"Futón de algodón, 150x200x14,5 cm, Gris jaspeado, Con cajón",publish,969,855.78,855.78,NO,4,8,4,0502012 | 0617004 | 0724004 | 1002004,0502012=1 | 0617004=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 617004 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6287,1002004 | 502012 | 617004 | 724004,4,NO
6288,3651,0502012|0724004|1002004|0619004,"Futón de algodón, 150x200x14,5 cm, Beige jaspeado, Con cajón",publish,969,855.78,855.78,NO,4,4,4,0502012 | 0619004 | 0724004 | 1002004,0502012=1 | 0619004=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 619004 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6288,1002004 | 502012 | 619004 | 724004,4,NO
6289,3651,0502012|0730003|1002004|0617004,"Futón con dos capas de látex, 150x200x14,5 cm, Gris jaspeado, Con cajón",publish,1170,1081.14,1081.14,NO,4,8,4,0502012 | 0617004 | 0730003 | 1002004,0502012=1 | 0617004=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 617004 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6289,1002004 | 502012 | 617004 | 730003,4,NO
6292,3650,0502002|0724008|0617002,"Futón de algodón, 140x190x14,5 cm, Gris jaspeado",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0617002 | 0724008,0502002=1 | 0617002=1 | 0724008=1,502002 | 617002 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6292,502002 | 617002 | 724008,3,NO
6293,3650,0502002|0724008|0619002,"Futón de algodón, 140x190x14,5 cm, Beige jaspeado",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0619002 | 0724008,0502002=1 | 0619002=1 | 0724008=1,502002 | 619002 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6293,502002 | 619002 | 724008,3,NO
6294,3650,0502002|0730007|0619002,"Futón con dos capas de látex, 140x190x14,5 cm, Beige jaspeado",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0619002 | 0730007,0502002=1 | 0619002=1 | 0730007=1,502002 | 619002 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6294,502002 | 619002 | 730007,3,NO
6295,3650,0502002|0728007|0619002,"Futón con una capa de látex, 140x190x14,5 cm, Beige jaspeado",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0619002 | 0728007,0502002=1 | 0619002=1 | 0728007=1,502002 | 619002 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6295,502002 | 619002 | 728007,3,NO
6298,3647,0504012|0724003|0617002,"Futón de algodón, 140x200x14,5 cm, Gris jaspeado",publish,899,787.90,787.90,NO,3,6,3,0504012 | 0617002 | 0724003,0504012=1 | 0617002=1 | 0724003=1,504012 | 617002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6298,504012 | 617002 | 724003,3,NO
6304,3647,0504012|0724003|0619002,"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",publish,899,787.90,787.90,NO,3,3,3,0504012 | 0619002 | 0724003,0504012=1 | 0619002=1 | 0724003=1,504012 | 619002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6304,504012 | 619002 | 724003,3,NO
6305,3647,0504012|0730002|0617002,"Futón con dos capas de látex, 140x200x14,5 cm, Gris jaspeado",publish,1147,991.90,991.90,NO,3,6,3,0504012 | 0617002 | 0730002,0504012=1 | 0617002=1 | 0730002=1,504012 | 617002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6305,504012 | 617002 | 730002,3,NO
6306,3647,0504012|0730002|0619002,"Futón con dos capas de látex, 140x200x14,5 cm, Beige jaspeado",publish,1147,991.90,991.90,NO,3,3,3,0504012 | 0619002 | 0730002,0504012=1 | 0619002=1 | 0730002=1,504012 | 619002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6306,504012 | 619002 | 730002,3,NO
6307,3647,0504012|0728002|0617002,"Futón con una capa de látex, 140x200x14,5 cm, Gris jaspeado",publish,943,871.90,871.90,NO,3,6,3,0504012 | 0617002 | 0728002,0504012=1 | 0617002=1 | 0728002=1,504012 | 617002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6307,504012 | 617002 | 728002,3,NO
6308,3647,0504012|0728002|0619002,"Futón con una capa de látex, 140x200x14,5 cm, Beige jaspeado",publish,943,871.90,871.90,NO,3,3,3,0504012 | 0619002 | 0728002,0504012=1 | 0619002=1 | 0728002=1,504012 | 619002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,6308,504012 | 619002 | 728002,3,NO
8235,3651,0502012|0724004,"Futón de algodón, 150x200x14,5 cm, Sin funda, Sin cajón",publish,731,658.78,658.78,NO,2,4,2,0502012 | 0724004,0502012=1 | 0724004=1,502012 | 724004,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,8235,502012 | 724004,2,NO
9441,3651,0502012|0728003|0617004,"Futón con una capa de látex, 150x200x14,5 cm, Gris jaspeado, Sin cajón",publish,884,842.78,842.78,NO,3,6,3,0502012 | 0617004 | 0728003,0502012=1 | 0617004=1 | 0728003=1,502012 | 617004 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9441,502012 | 617004 | 728003,3,NO
9442,3651,0502012|0728003|0619004,"Futón con una capa de látex, 150x200x14,5 cm, Beige jaspeado, Sin cajón",publish,884,842.78,842.78,NO,3,3,3,0502012 | 0619004 | 0728003,0502012=1 | 0619004=1 | 0728003=1,502012 | 619004 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9442,502012 | 619004 | 728003,3,NO
9443,3651,0502012|0730003|0619004,"Futón con dos capas de látex, 150x200x14,5 cm, Beige jaspeado, Sin cajón",publish,1080,944.14,944.14,NO,3,3,3,0502012 | 0619004 | 0730003,0502012=1 | 0619004=1 | 0730003=1,502012 | 619004 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9443,502012 | 619004 | 730003,3,NO
9447,3651,0502012|0730003|0617004,"Futón con dos capas de látex, 150x200x14,5 cm, Gris jaspeado, Sin cajón",publish,1080,944.14,944.14,NO,3,6,3,0502012 | 0617004 | 0730003,0502012=1 | 0617004=1 | 0730003=1,502012 | 617004 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9447,502012 | 617004 | 730003,3,NO
9448,3651,0502012|0730003|1002004|0619004,"Futón con dos capas de látex, 150x200x14,5 cm, Beige jaspeado, Con cajón",publish,1170,1081.14,1081.14,NO,4,4,4,0502012 | 0619004 | 0730003 | 1002004,0502012=1 | 0619004=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 619004 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9448,1002004 | 502012 | 619004 | 730003,4,NO
9452,3651,0502012|0728003|1002004|0619004,"Futón con una capa de látex, 150x200x14,5 cm, Beige jaspeado, Con cajón",publish,1106,979.78,979.78,NO,4,4,4,0502012 | 0619004 | 0728003 | 1002004,0502012=1 | 0619004=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 619004 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9452,1002004 | 502012 | 619004 | 728003,4,NO
9456,3650,0502002|0728007|0617002,"Futón con una capa de látex, 140x190x14,5 cm, Gris jaspeado",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0617002 | 0728007,0502002=1 | 0617002=1 | 0728007=1,502002 | 617002 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9456,502002 | 617002 | 728007,3,NO
9457,3650,0502002|0730007|0617002,"Futón con dos capas de látex, 140x190x14,5 cm, Gris jaspeado",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0617002 | 0730007,0502002=1 | 0617002=1 | 0730007=1,502002 | 617002 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9457,502002 | 617002 | 730007,3,NO
9458,3652,0504011|0728002|0617002,"Futón con una capa de látex, 140x200x14,5 cm, Gris jaspeado",publish,895,810.42,810.42,NO,3,6,3,0504011 | 0617002 | 0728002,0504011=1 | 0617002=1 | 0728002=1,504011 | 617002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9458,504011 | 617002 | 728002,3,NO
9459,3652,0504011|0728002|0619002,"Futón con una capa de látex, 140x200x14,5 cm, Beige jaspeado",publish,895,810.42,810.42,NO,3,3,3,0504011 | 0619002 | 0728002,0504011=1 | 0619002=1 | 0728002=1,504011 | 619002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9459,504011 | 619002 | 728002,3,NO
9526,3651,0502012|0730003,"Futón con dos capas de látex, 150x200x14,5 cm, Sin funda, Sin cajón",publish,923,872.14,872.14,NO,2,4,2,0502012 | 0730003,0502012=1 | 0730003=1,502012 | 730003,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,,READY_READ_ONLY_INPUT,9526,502012 | 730003,2,NO
