combination_woo_id,combination_parent_woo_id,combination_sku,combination_name,woo_status,regular_price,sale_price,effective_price,price_missing,primary_component_rows,all_evidence_rows,distinct_component_count,component_skus,component_quantities,component_item_ids,component_woo_ids,exact_primary_edges,blocked_primary_edges,original_status,operational_status,quarantine_group_ids,quarantine_reason
4076,3648,0504010|1253003,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Sin funda",publish,417.44,362.99,362.99,NO,2,2,2,0504010 | 1253003,0504010=1 | 1253003=1,1253003 | 504010,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4077,3648,0504010|1253003|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Amarillo",publish,719.89,553.48,553.48,NO,3,3,3,0504010 | 0615002 | 1253003,0504010=1 | 0615002=1 | 1253003=1,1253003 | 504010 | 615002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4078,3648,0504010|1253003|0609002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Azul",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0609002 | 1253003,0504010=1 | 0609002=1 | 1253003=1,1253003 | 504010 | 609002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4080,3648,0504010|1253003|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Crudo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0608002 | 1253003,0504010=1 | 0608002=1 | 1253003=1,1253003 | 504010 | 608002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4081,3648,0504010|1253003|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Granate",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0606002 | 1253003,0504010=1 | 0606002=1 | 1253003=1,1253003 | 504010 | 606002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4084,3648,0504010|1253003|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Negro",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0616002 | 1253003,0504010=1 | 0616002=1 | 1253003=1,1253003 | 504010 | 616002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4085,3648,0504010|1253003|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Rojo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0607002 | 1253003,0504010=1 | 0607002=1 | 1253003=1,1253003 | 504010 | 607002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4087,3648,0504010|1253003|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Verde",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0614002 | 1253003,0504010=1 | 0614002=1 | 1253003=1,1253003 | 504010 | 614002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4100,3648,0504010|1254005,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Sin funda",publish,417.44,362.99,362.99,NO,2,2,2,0504010 | 1254005,0504010=1 | 1254005=1,1254005 | 504010,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4101,3648,0504010|1254005|0615002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Amarillo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0615002 | 1254005,0504010=1 | 0615002=1 | 1254005=1,1254005 | 504010 | 615002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4102,3648,0504010|1254005|0609002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Azul",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0609002 | 1254005,0504010=1 | 0609002=1 | 1254005=1,1254005 | 504010 | 609002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4104,3648,0504010|1254005|0608002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Crudo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0608002 | 1254005,0504010=1 | 0608002=1 | 1254005=1,1254005 | 504010 | 608002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4105,3648,0504010|1254005|0606002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Granate",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0606002 | 1254005,0504010=1 | 0606002=1 | 1254005=1,1254005 | 504010 | 606002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4108,3648,0504010|1254005|0616002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Negro",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0616002 | 1254005,0504010=1 | 0616002=1 | 1254005=1,1254005 | 504010 | 616002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4109,3648,0504010|1254005|0607002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Rojo",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0607002 | 1254005,0504010=1 | 0607002=1 | 1254005=1,1254005 | 504010 | 607002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4111,3648,0504010|1254005|0614002,"140x200x8 cm, 140x120x100 cm, 140x200 cm, Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Verde",publish,496.79,431.99,431.99,NO,3,3,3,0504010 | 0614002 | 1254005,0504010=1 | 0614002=1 | 1254005=1,1254005 | 504010 | 614002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4124,3649,0502005|0727007,"Futón con una capa de látex, 80x200x13 cm, Sin funda",publish,539,478.74,478.74,NO,2,4,2,0502005 | 0727007,0502005=1 | 0727007=1,502005 | 727007,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4128,3649,0502005|0727007|0608007,"Futón con una capa de látex, 80x200x13 cm, Crudo",publish,626,550.74,550.74,NO,3,6,3,0502005 | 0608007 | 0727007,0502005=1 | 0608007=1 | 0727007=1,502005 | 608007 | 727007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4132,3649,0502005|0727007|0616007,"Futón con una capa de látex, 80x200x13 cm, Negro",publish,626,550.74,550.74,NO,3,3,3,0502005 | 0616007 | 0727007,0502005=1 | 0616007=1 | 0727007=1,502005 | 616007 | 727007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4136,3649,0502005|0730009,"Futón con dos capas de látex, 80x200x13 cm, Sin funda",publish,610,532.94,532.94,NO,2,4,2,0502005 | 0730009,0502005=1 | 0730009=1,502005 | 730009,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4140,3649,0502005|0730009|0608007,"Futón con dos capas de látex, 80x200x13 cm, Crudo",publish,697,604.94,604.94,NO,3,6,3,0502005 | 0608007 | 0730009,0502005=1 | 0608007=1 | 0730009=1,502005 | 608007 | 730009,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4144,3649,0502005|0730009|0616007,"Futón con dos capas de látex, 80x200x13 cm, Negro",publish,697,604.94,604.94,NO,3,3,3,0502005 | 0616007 | 0730009,0502005=1 | 0616007=1 | 0730009=1,502005 | 616007 | 730009,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4200,3649,0502005|1249001|0608007,"Futón de algodón de colores individual, 80x200x13 cm, Crudo, Crudo",publish,525.72,494.82,494.82,NO,3,6,3,0502005 | 0608007 | 1249001,0502005=1 | 0608007=1 | 1249001=1,1249001 | 502005 | 608007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4208,3650,0502002|0728007,"Futón con una capa de látex, 140x190x14,5 cm, Sin funda",publish,858,764.42,764.42,NO,2,2,2,0502002 | 0728007,0502002=1 | 0728007=1,502002 | 728007,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4212,3650,0502002|0728007|0608006,"Futón con una capa de látex, 140x190x14,5 cm, Crudo",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0608006 | 0728007,0502002=1 | 0608006=1 | 0728007=1,502002 | 608006 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4216,3650,0502002|0728007|0616006,"Futón con una capa de látex, 140x190x14,5 cm, Negro",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0616006 | 0728007,0502002=1 | 0616006=1 | 0728007=1,502002 | 616006 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4220,3650,0502002|0730007,"Futón con dos capas de látex, 140x190x14,5 cm, Sin funda",publish,1045,912.50,912.50,NO,2,2,2,0502002 | 0730007,0502002=1 | 0730007=1,502002 | 730007,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4224,3650,0502002|0730007|0608006,"Futón con dos capas de látex, 140x190x14,5 cm, Crudo",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0608006 | 0730007,0502002=1 | 0608006=1 | 0730007=1,502002 | 608006 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4228,3650,0502002|0730007|0616006,"Futón con dos capas de látex, 140x190x14,5 cm, Negro",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0616006 | 0730007,0502002=1 | 0616006=1 | 0730007=1,502002 | 616006 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4232,3650,0502002|0724008,"Futón de algodón, 140x190x14,5 cm, Sin funda",publish,764,684.54,684.54,NO,2,2,2,0502002 | 0724008,0502002=1 | 0724008=1,502002 | 724008,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4236,3650,0502002|0724008|0608006,"Futón de algodón, 140x190x14,5 cm, Crudo",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0608006 | 0724008,0502002=1 | 0608006=1 | 0724008=1,502002 | 608006 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4240,3650,0502002|0724008|0616006,"Futón de algodón, 140x190x14,5 cm, Negro",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0616006 | 0724008,0502002=1 | 0616006=1 | 0724008=1,502002 | 616006 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4292,3651,0502012|0728003,"Futón con una capa de látex, 150x200x14,5 cm, Sin funda, Sin cajón",publish,795.00,770.78,770.78,NO,2,4,2,0502012 | 0728003,0502012=1 | 0728003=1,502012 | 728003,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4296,3651,0502012|0728003|0608004,"Futón con una capa de látex, 150x200x14,5 cm, Crudo, Sin cajón",publish,884.00,842.78,842.78,NO,3,6,3,0502012 | 0608004 | 0728003,0502012=1 | 0608004=1 | 0728003=1,502012 | 608004 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4300,3651,0502012|0728003|0616004,"Futón con una capa de látex, 150x200x14,5 cm, Negro, Sin cajón",publish,884.00,842.78,842.78,NO,3,3,3,0502012 | 0616004 | 0728003,0502012=1 | 0616004=1 | 0728003=1,502012 | 616004 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4308,3651,0502012|0730003|0608004,"Futón con dos capas de látex, 150x200x14,5 cm, Crudo, Sin cajón",publish,980.00,944.14,944.14,NO,3,6,3,0502012 | 0608004 | 0730003,0502012=1 | 0608004=1 | 0730003=1,502012 | 608004 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4312,3651,0502012|0730003|0616004,"Futón con dos capas de látex, 150x200x14,5 cm, Negro, Sin cajón",publish,980.00,944.14,944.14,NO,3,3,3,0502012 | 0616004 | 0730003,0502012=1 | 0616004=1 | 0730003=1,502012 | 616004 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4320,3651,0502012|0724004|0608004,"Futón de algodón, 150x200x14,5 cm, Crudo, Sin cajón",publish,818,730.78,730.78,NO,3,6,3,0502012 | 0608004 | 0724004,0502012=1 | 0608004=1 | 0724004=1,502012 | 608004 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4324,3651,0502012|0724004|0616004,"Futón de algodón, 150x200x14,5 cm, Negro, Sin cajón",publish,818,730.78,730.78,NO,3,3,3,0502012 | 0616004 | 0724004,0502012=1 | 0616004=1 | 0724004=1,502012 | 616004 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4376,3651,0502012|0728003|1002004,"Futón con una capa de látex, 150x200x14,5 cm, Sin funda, Con cajón",publish,1018,907.78,907.78,NO,3,6,3,0502012 | 0728003 | 1002004,0502012=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4377,3651,0502012|0730003|1002004,"Futón con dos capas de látex, 150x200x14,5 cm, Sin funda, Con cajón",publish,1050,1009.14,1009.14,NO,3,6,3,0502012 | 0730003 | 1002004,0502012=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 730003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4378,3651,0502012|0724004|1002004,"Futón de algodón, 150x200x14,5 cm, Sin funda, Con cajón",publish,870,783.78,783.78,NO,3,6,3,0502012 | 0724004 | 1002004,0502012=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4382,3651,0502012|0730003|1002004|0608004,"Futón con dos capas de látex, 150x200x14,5 cm, Crudo, Con cajón",publish,1170,1081.14,1081.14,NO,4,8,4,0502012 | 0608004 | 0730003 | 1002004,0502012=1 | 0608004=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 608004 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4386,3651,0502012|0730003|1002004|0616004,"Futón con dos capas de látex, 150x200x14,5 cm, Negro, Con cajón",publish,1170,1081.14,1081.14,NO,4,4,4,0502012 | 0616004 | 0730003 | 1002004,0502012=1 | 0616004=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 616004 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4393,3651,0502012|0724004|1002004|0608004,"Futón de algodón, 150x200x14,5 cm, Crudo, Con cajón",publish,969,855.78,855.78,NO,4,8,4,0502012 | 0608004 | 0724004 | 1002004,0502012=1 | 0608004=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 608004 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4397,3651,0502012|0724004|1002004|0616004,"Futón de algodón, 150x200x14,5 cm, Negro, Con cajón",publish,969,855.78,855.78,NO,4,4,4,0502012 | 0616004 | 0724004 | 1002004,0502012=1 | 0616004=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 616004 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4452,3651,0502012|0728003|1002004|0608004,"Futón con una capa de látex, 150x200x14,5 cm, Crudo, Con cajón",publish,1106,979.78,979.78,NO,4,8,4,0502012 | 0608004 | 0728003 | 1002004,0502012=1 | 0608004=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 608004 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4456,3651,0502012|0728003|1002004|0616004,"Futón con una capa de látex, 150x200x14,5 cm, Negro, Con cajón",publish,1106,979.78,979.78,NO,4,4,4,0502012 | 0616004 | 0728003 | 1002004,0502012=1 | 0616004=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 616004 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4460,3652,0504011|0728002,"Futón con una capa de látex, 140x200x14,5 cm, Sin funda",publish,808,738.42,738.42,NO,2,4,2,0504011 | 0728002,0504011=1 | 0728002=1,504011 | 728002,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4464,3652,0504011|0728002|0608002,"Futón con una capa de látex, 140x200x14,5 cm, Crudo",publish,895,810.42,810.42,NO,3,6,3,0504011 | 0608002 | 0728002,0504011=1 | 0608002=1 | 0728002=1,504011 | 608002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4468,3652,0504011|0728002|0616002,"Futón con una capa de látex, 140x200x14,5 cm, Negro",publish,895,810.42,810.42,NO,3,3,3,0504011 | 0616002 | 0728002,0504011=1 | 0616002=1 | 0728002=1,504011 | 616002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4472,3652,0504011|0730002,"Futón con dos capas de látex, 140x200x14,5 cm, Sin funda",publish,908,853.50,853.50,NO,2,4,2,0504011 | 0730002,0504011=1 | 0730002=1,504011 | 730002,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4476,3652,0504011|0730002|0608002,"Futón con dos capas de látex, 140x200x14,5 cm, Crudo",publish,1043,925.50,925.50,NO,3,6,3,0504011 | 0608002 | 0730002,0504011=1 | 0608002=1 | 0730002=1,504011 | 608002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4480,3652,0504011|0730002|0616002,"Futón con dos capas de látex, 140x200x14,5 cm, Negro",publish,1043,925.50,925.50,NO,3,3,3,0504011 | 0616002 | 0730002,0504011=1 | 0616002=1 | 0730002=1,504011 | 616002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4484,3652,0504011|0724003,"Futón de algodón, 140x200x14,5 cm, Sin funda",publish,706,649.58,649.58,NO,2,4,2,0504011 | 0724003,0504011=1 | 0724003=1,504011 | 724003,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4488,3652,0504011|0724003|0608002,"Futón de algodón, 140x200x14,5 cm, Crudo",publish,794,721.58,721.58,NO,3,6,3,0504011 | 0608002 | 0724003,0504011=1 | 0608002=1 | 0724003=1,504011 | 608002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4492,3652,0504011|0724003|0616002,"Futón de algodón, 140x200x14,5 cm, Negro",publish,794,721.58,721.58,NO,3,3,3,0504011 | 0616002 | 0724003,0504011=1 | 0616002=1 | 0724003=1,504011 | 616002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4556,3657,0201011|0809001,Azul,publish,264.00,232,232,NO,2,4,2,0201011 | 0809001,0201011=1 | 0809001=1,201011 | 809001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4557,3657,0201011|0817001,Granate,private,264.00,219.00,219.00,NO,2,4,2,0201011 | 0817001,0201011=1 | 0817001=1,201011 | 817001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4558,3657,0201011|0808001,Crudo,publish,264.00,232,232,NO,2,4,2,0201011 | 0808001,0201011=1 | 0808001=1,201011 | 808001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4559,3657,0201011|0859002,Verde oscuro,private,264.00,219.00,219.00,NO,2,2,2,0201011 | 0859002,0201011=1 | 0859002=1,201011 | 859002,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4561,3657,0201011|0816001,Negro,publish,264.00,232,232,NO,2,4,2,0201011 | 0816001,0201011=1 | 0816001=1,201011 | 816001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4562,3658,0201001|0201001|1249001|1249001,"Crudo, Crudo, Sin funda, Sin funda",publish,816.00,615.90,615.90,NO,2,6,2,0201001 | 1249001,0201001=2 | 1249001=2,1249001 | 201001,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4590,3658,0201001|0201001|1249001|1249001|0608007|0608007,"Crudo, Crudo, Crudo, Crudo",publish,950.00,749.90,749.90,NO,3,6,3,0201001 | 0608007 | 1249001,0201001=2 | 0608007=2 | 1249001=2,1249001 | 201001 | 608007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
4628,3658,0201001|0201001|1249001|1249001|0608007|0619007,"Crudo, Crudo, Crudo, Marrón",publish,950,749.90,749.90,NO,4,4,4,0201001 | 0608007 | 0619007 | 1249001,0201001=2 | 0608007=1 | 0619007=1 | 1249001=2,1249001 | 201001 | 608007 | 619007,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6093,3652,0504011|0724003|0617002,"Futón de algodón, 140x200x14,5 cm, Gris jaspeado",publish,794,721.58,721.58,NO,3,6,3,0504011 | 0617002 | 0724003,0504011=1 | 0617002=1 | 0724003=1,504011 | 617002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6094,3652,0504011|0724003|0619002,"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",publish,794,721.58,721.58,NO,3,3,3,0504011 | 0619002 | 0724003,0504011=1 | 0619002=1 | 0724003=1,504011 | 619002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6095,3652,0504011|0730002|0617002,"Futón con dos capas de látex, 140x200x14,5 cm, Gris jaspeado",publish,1043,925.50,925.50,NO,3,6,3,0504011 | 0617002 | 0730002,0504011=1 | 0617002=1 | 0730002=1,504011 | 617002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6096,3652,0504011|0730002|0619002,"Futón con dos capas de látex, 140x200x14,5 cm, Beige jaspeado",publish,1043,925.50,925.50,NO,3,3,3,0504011 | 0619002 | 0730002,0504011=1 | 0619002=1 | 0730002=1,504011 | 619002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6284,3651,0502012|0728003|1002004|0617004,"Futón con una capa de látex, 150x200x14,5 cm, Gris jaspeado, Con cajón",publish,1106,979.78,979.78,NO,4,8,4,0502012 | 0617004 | 0728003 | 1002004,0502012=1 | 0617004=1 | 0728003=1 | 1002004=1,1002004 | 502012 | 617004 | 728003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6285,3651,0502012|0724004|0617004,"Futón de algodón, 150x200x14,5 cm, Gris jaspeado, Sin cajón",publish,818,730.78,730.78,NO,3,6,3,0502012 | 0617004 | 0724004,0502012=1 | 0617004=1 | 0724004=1,502012 | 617004 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6286,3651,0502012|0724004|0619004,"Futón de algodón, 150x200x14,5 cm, Beige jaspeado, Sin cajón",publish,818,730.78,730.78,NO,3,3,3,0502012 | 0619004 | 0724004,0502012=1 | 0619004=1 | 0724004=1,502012 | 619004 | 724004,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6287,3651,0502012|0724004|1002004|0617004,"Futón de algodón, 150x200x14,5 cm, Gris jaspeado, Con cajón",publish,969,855.78,855.78,NO,4,8,4,0502012 | 0617004 | 0724004 | 1002004,0502012=1 | 0617004=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 617004 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6288,3651,0502012|0724004|1002004|0619004,"Futón de algodón, 150x200x14,5 cm, Beige jaspeado, Con cajón",publish,969,855.78,855.78,NO,4,4,4,0502012 | 0619004 | 0724004 | 1002004,0502012=1 | 0619004=1 | 0724004=1 | 1002004=1,1002004 | 502012 | 619004 | 724004,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6289,3651,0502012|0730003|1002004|0617004,"Futón con dos capas de látex, 150x200x14,5 cm, Gris jaspeado, Con cajón",publish,1170,1081.14,1081.14,NO,4,8,4,0502012 | 0617004 | 0730003 | 1002004,0502012=1 | 0617004=1 | 0730003=1 | 1002004=1,1002004 | 502012 | 617004 | 730003,,4,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6292,3650,0502002|0724008|0617002,"Futón de algodón, 140x190x14,5 cm, Gris jaspeado",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0617002 | 0724008,0502002=1 | 0617002=1 | 0724008=1,502002 | 617002 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6293,3650,0502002|0724008|0619002,"Futón de algodón, 140x190x14,5 cm, Beige jaspeado",publish,845,751.58,751.58,NO,3,3,3,0502002 | 0619002 | 0724008,0502002=1 | 0619002=1 | 0724008=1,502002 | 619002 | 724008,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6294,3650,0502002|0730007|0619002,"Futón con dos capas de látex, 140x190x14,5 cm, Beige jaspeado",publish,1127,979.50,979.50,NO,3,3,3,0502002 | 0619002 | 0730007,0502002=1 | 0619002=1 | 0730007=1,502002 | 619002 | 730007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6295,3650,0502002|0728007|0619002,"Futón con una capa de látex, 140x190x14,5 cm, Beige jaspeado",publish,939,831.42,831.42,NO,3,3,3,0502002 | 0619002 | 0728007,0502002=1 | 0619002=1 | 0728007=1,502002 | 619002 | 728007,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6298,3647,0504012|0724003|0617002,"Futón de algodón, 140x200x14,5 cm, Gris jaspeado",publish,899,787.90,787.90,NO,3,6,3,0504012 | 0617002 | 0724003,0504012=1 | 0617002=1 | 0724003=1,504012 | 617002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6304,3647,0504012|0724003|0619002,"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",publish,899,787.90,787.90,NO,3,3,3,0504012 | 0619002 | 0724003,0504012=1 | 0619002=1 | 0724003=1,504012 | 619002 | 724003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6305,3647,0504012|0730002|0617002,"Futón con dos capas de látex, 140x200x14,5 cm, Gris jaspeado",publish,1147,991.90,991.90,NO,3,6,3,0504012 | 0617002 | 0730002,0504012=1 | 0617002=1 | 0730002=1,504012 | 617002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6306,3647,0504012|0730002|0619002,"Futón con dos capas de látex, 140x200x14,5 cm, Beige jaspeado",publish,1147,991.90,991.90,NO,3,3,3,0504012 | 0619002 | 0730002,0504012=1 | 0619002=1 | 0730002=1,504012 | 619002 | 730002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6307,3647,0504012|0728002|0617002,"Futón con una capa de látex, 140x200x14,5 cm, Gris jaspeado",publish,943,871.90,871.90,NO,3,6,3,0504012 | 0617002 | 0728002,0504012=1 | 0617002=1 | 0728002=1,504012 | 617002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
6308,3647,0504012|0728002|0619002,"Futón con una capa de látex, 140x200x14,5 cm, Beige jaspeado",publish,943,871.90,871.90,NO,3,3,3,0504012 | 0619002 | 0728002,0504012=1 | 0619002=1 | 0728002=1,504012 | 619002 | 728002,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
8235,3651,0502012|0724004,"Futón de algodón, 150x200x14,5 cm, Sin funda, Sin cajón",publish,731,658.78,658.78,NO,2,4,2,0502012 | 0724004,0502012=1 | 0724004=1,502012 | 724004,,2,0,COMPLETE_EXACT,INCLUDED_EXACT,,
9441,3651,0502012|0728003|0617004,"Futón con una capa de látex, 150x200x14,5 cm, Gris jaspeado, Sin cajón",publish,884,842.78,842.78,NO,3,6,3,0502012 | 0617004 | 0728003,0502012=1 | 0617004=1 | 0728003=1,502012 | 617004 | 728003,,3,0,COMPLETE_EXACT,INCLUDED_EXACT,,
